20	13.5	6
16	13.3	7
14	12.1	8
15	13.2	10
19	13.9	5
20	17.0	14
23	18.5	12
23	15.2	9
17	15.2	13
21	17.4	15
19	16.0	11
15	12.5	9
18	12.0	4
16	13.8	11
20	14.5	9
19	14.9	10
18	16.4	14
19	14.6	11
18	14.0	9
17	11.7	5
19	14.0	10
19	15.5	12
17	14.4	12
19	15.9	14
20	16.5	13
21	17.6	15
15	10.8	7
14	10.0	6
14	8.5	5
16	11.7	3
