18	12.6	7
15	11.2	9
16	12.7	10
18	13.8	9
20	13.9	4
19	14.4	9
20	14.8	9
19	15.5	9
21	17.0	14
21	17.7	15
17	15.5	11
18	14.0	9
24	18.7	14
16	13.4	10
18	13.7	6
18	15.1	12
20	14.6	9
16	11.8	6
17	13.7	11
19	13.8	11
17	13.0	8
20	12.4	4
20	14.8	11
20	15.1	11
15	12.0	10
15	11.8	10
20	15.0	11
18	14.3	11
17	13.7	10
17	13.4	11
