21	14.9	7
17	14.0	12
16	14.2	12
20	15.2	13
17	14.8	10
16	12.4	8
21	16.0	12
20	15.8	10
18	16.0	14
19	16.2	14
21	16.9	15
20	16.1	13
23	17.3	13
22	17.7	13
24	17.3	12
24	18.8	12
25	19.7	15
21	17.7	14
22	16.9	12
21	16.4	10
23	17.7	16
20	16.9	13
20	16.7	14
19	15.4	12
21	15.4	8
26	18.7	12
21	17.3	14
19	15.6	13
21	16.4	13
19	15.8	14
16	14.3	12
