12	10.2	7
12	9.4	6
14	9.7	5
14	9.6	4
11	8.3	3
15	9.7	4
19	16.8	11
17	16.0	14
16	14.3	9
14	10.3	7
14	11.2	8
13	11.4	10
14	12.8	11
13	11.8	8
10	5.8	1
10	7.6	5
12	10.9	9
16	13.7	11
17	15.2	12
13	9.8	4
10	6.7	1
12	8.7	6
14	10.8	4
16	13.1	11
12	9.1	6
16	12.7	8
16	14.6	13
13	11.9	11
12	9.9	6
12	8.6	4
11	6.7	1
